id,name,address,hours,about,policies,instagram,facebook,x,tiktok,website,phone,podcast,threads,latitude,longitude,image_url,owner_id,banner_image_url
0413f7c7-e172-40b1-9176-b830f5a53165,Lively Beerworks,"815 SW 2nd St., OKC, OK 73109","Sun-Thurs: 11:00am – 10:00pm
Fri-Sat: 11:00am – 11:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ Public WiFi: No Password",https://www.instagram.com/livelybeerworks/,https://www.facebook.com/livelybeerworks/,https://twitter.com/LivelyBeerworks,,https://www.livelybeerworks.com/,405-594-8100,https://open.spotify.com/episode/6wXY14HSBU6X6G64AeHn57,,35.4635229,-97.5265114,,,
0cd78100-b2af-4f7e-9e12-6087ecfb8e33,Skydance Brewing,"1 NE 7th St., OKC, OK 73104","Sun-Thurs: 12:00pm – 10:00pm
Fri-Sat: 11:00am – Midnight",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed",https://www.instagram.com/skydancebrewing/,https://www.facebook.com/SkydanceBrewing,https://twitter.com/SkydanceBrewing,https://www.tiktok.com/@skydancebrewing,http://www.skydancebrewing.com,405-768-2154,https://open.spotify.com/episode/75dsYG6qTUKWSxbmZK5SIO,,35.475058,-97.512029,,,
0d462e46-5c71-4f57-bad3-28a45e42f967,Enid Brewing & Eatery,"126 S. Independence, Enid, OK 73701","Tues-Thurs: 11:00am – 10:00pm
Fri-Sat: 11:00am – 11:30pm
Sun: 9:00am – 2:00pm",,"☑️ Onsite Kitchen
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed",https://www.instagram.com/EnidBrewingCo/,https://www.facebook.com/EnidBrewingCo/,https://twitter.com/EnidBrewingCo,,https://www.enidbrewing.com/,580-297-5214,,,36.3962755,-97.8799332,,,
13960256-4304-43ef-a3af-154dc6313634,Pearl Beach Brew Pub (OKC),"3330 NW 112th Terr., OKC, OK 73120","Mon: 5:00pm – 12:00am
Thurs: 5:00pm – 2:00am
Sat: 5:00pm – 1:00am
Sun: 1:00pm – 12:00am",,,https://www.instagram.com/pearlbeachhefner/,http://www.facebook.com/pearlbeachhefner,,,https://www.pearlbeachbrewpub.com/,405-643-4614,,,35.5828616,-97.577583,,,
1605d977-93e2-4102-a4bd-1052fd6ce3b2,The Nook Brewing,"909 S. 12th St., Broken Arrow, OK 74012","Wed-Thurs: 4:00pm – 9:00pm
Fri-Sat: 12:00pm – 11:00pm
Sun: 12:00pm – 8:00pm",,"☑️ Dogs Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed",https://www.instagram.com/nookbrewco/,https://www.facebook.com/NookBrewCo/,https://www.twitter.com/NookBrewCo,,nookbrewco.com,952-237-3842,,,36.0445064,-95.7758315,,,
1b62e1f7-740f-4611-9a77-5bfb6fb45141,The Patriarch,"9 E. Edwards St, Edmond, OK 73034","Mon-Wed: 3:00pm – 12:00am
Thurs-Fri: 3:00pm – 1:00am
Sat: 12:00pm – 1:00am",,,https://www.instagram.com/patriarchedmond/,http://facebook.com/ThePatriarchEdmond,,,https://www.ctbokc.com/the-patriarch,405-906-2206,https://open.spotify.com/episode/6twOSZglN62cSpszwFCz1P?si=uuHyH-mBSWyD7BoHPF3-5w,,35.6584486,-97.4802828,,,
1d3d28de-7798-47e8-ad51-0a8083fed3b6,Elgin Park Brewery,"325 E. Mathew B. Brady St., Tulsa, OK 74120",Everyday: 11:00pm – 11:00pm,,,https://www.instagram.com/elginparkbrewery/,https://www.facebook.com/pg/ElginParkTulsa,https://twitter.com/ElginParkTulsa,,https://elginparkbrewery.com/,918-986-9910,,,36.1585001,-95.9930889,,,
1f71dc84-c2b2-4b63-9f0b-cc1d54246cd6,[405] Brewing,"205 E. Main St., Norman, OK 73069","Confirm hours on Instagram
Mon-Fri: 4:00pm – 10:00pm
Sat: 2:00pm – 10:00pm",,,http://instagram.com/405brewing,http://www.facebook.com/405Brewing,https://twitter.com/405Brewing,,http://405brewing.com/,405-801-4053,https://open.spotify.com/episode/1k8zjhtTbKc6qxwNC1y1jD?si=qaPfmSnvTRWy49x7n436PQ,,35.2216707,-97.4417355,,,
22671f2e-946d-4155-91d1-eac0ec06fd0f,Battered Boar Brewing,"217 S. Santa Fe Ave., Edmond, OK 73003","Thurs: 4:00pm – 9:00pm
Fri: 4:00pm – 10:00pm
Sat: 11:00am –10:00pm
Sun: 12:00pm – 5:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ 21+ Only",https://www.instagram.com/batteredboarbrewingco/,https://www.facebook.com/BatteredBoar,https://twitter.com/Batteredboar,,http://batteredboar.com/verify.php?redirect=http://batteredboar.com/,405-254-5000,,,35.6509939,-97.5140081,,,
23cb2529-3717-41a8-a614-ac0655eb949f,Eerie Abbey Ales,"507 S. Main Street, Tulsa, OK 74103","Mon-Wed: 3:00pm – 8:00pm
Thurs: 3:00pm – 9:00pm
Fri: 1:00pm – 10:00pm
Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 8:00pm",,,https://www.instagram.com/eerieabbeyales/,https://www.facebook.com/eerieabbeyales/,,,https://www.eerieabbeyales.com/,918-551-6862,,,36.151363,-95.989985,,,
26e91c8c-edd9-4e11-b241-7d1e907cabed,Core4 Brewing,"7 N. Lee, OKC, OK 73102","Mon-Thurs: 4:00pm – 9:00pm
Fri: 4:00pm – 11:00pm
Sat: 12:00pm – 11:00pm
Sun: 2:00pm – 8:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed",https://www.instagram.com/core4brewing,https://www.facebook.com/Core4Brewing/,https://twitter.com/Core4Brewing,@core4brewing,http://core4brewing.com/,405-215-9671,https://open.spotify.com/episode/06z0CJjREiUF1Wbe9DzYeC?si=41857a5161b842fd,,35.2947988,-97.1912559,,,
2db11746-f3c8-4f8f-a010-8a808b2f1350,Coop Ale Works,"4745 Council Heights Rd., OKC, OK 73179","Thurs: 4:00pm – 9:00pm
Fri: 4:00pm – 10:00pm
Sat: 12:00pm – 10:00pm",,"☑️ Outside Food Allowed
☑️ Kids Allowed",https://www.instagram.com/coopaleworks/,https://www.facebook.com/coopaleworks,https://twitter.com/coopaleworks,,https://coopaleworks.com/,405-842-2667,,,35.4185472,-97.657762,,,
2f6a8f09-b4bf-4794-9aaf-a9d92cb99faa,Welltown Brewing,"114 W. Archer St., Tulsa, OK 74103","Tues-Thurs: 4:00pm – 10:00pm
Fri: 2:00pm – 12:00am
Sat: 12:00pm – 12:00am
Sun: 12:00pm – 8:00pm",,"☑️ Dogs Allowed
☑️ Food Available
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Kids Allowed
☑️ WiFi Password: ilovebeer",https://www.instagram.com/welltownbrewing/,https://www.facebook.com/welltownbrewing/,https://twitter.com/welltownbrewing,,welltownbrewing.com,918-221-8893,,,36.156727,-95.9945951,,,
32635104-6743-400a-ab95-ab8be2df336f,Belle Isle Brewing,"1900 NW Expressway, OKC, OK 73118",Mon-Sat: 11:00am – 10:00pm,,"☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed",https://www.instagram.com/belleislebrew/,https://www.facebook.com/BelleIsleBrewery,https://twitter.com/BelleIsleBrew,,https://www.belleislerestaurant.com/,405-840-191,,,35.5222395,-97.5452448,,,
39a1a70e-137f-4399-8764-013879c3a096,Shop Dog Brewing Co.,"315 Dewey Ave. Poteau, OK, 74953","Mon-Thurs: 12:00pm – 9:00pm
Fri-Sat: 11:00am – 10:00pm",,,https://www.instagram.com/shopdogbrewingco/,https://www.facebook.com/profile.php?id=100083348020827,,,https://www.shopdogbrewingco.com/,918-721-0015,,,35.0514251,-94.6205732,,,
3c7de82f-b6dc-42c7-bbb5-f9596b88b927,Beavers Bend Brewery,"46 Coho Rd., Broken Bow, OK 74728","Mon-Thurs: 12:00pm – 8:00pm
Fri-Sat: 12:00pm – 9:00pm
Sun: 11:00am – 7:00pm",,,https://www.instagram.com/beaversbendbrewery/,https://www.facebook.com/beaversbendbrewery,https://twitter.com/beaversbendbrew,,https://www.beaversbendbrewery.com/,580-494-3455,,,34.1657108,-94.7596122,,,
42bc8d77-8878-4028-8341-e7f106d8c8e9,Frenzy Brewing,"15 S. Broadway, Edmond, OK 73034","Mon-Thurs: 3:00pm – 9:00pm
Fri-Sat: 12:00pm – 11:00pm
Sun: 1:00pm – 8:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ Wifi Password: UnspeakableThings",https://www.instagram.com/frenzybrewing,https://www.facebook.com/FrenzyBrewing,https://twitter.com/frenzybrewing,,http://frenzybrewing.com/,405-562-5350,https://open.spotify.com/episode/1MkMognQTDaTAHN3Ennmho,,35.6550641,-97.4813834,,,
4b4afba6-bf1c-4beb-9797-36edf4f46591,Bierkraft,"925 E. Washington Ave., McAlester, OK 74501","Wed-Fri: 4:00pm – 9:00pm
Sat: 1:00pm – 9:00pm
Sun: 1:00pm – 6:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Password: mcalester",https://www.instagram.com/bierkraft_brewery/,https://www.facebook.com/bierkraft.brewery/,,,https://www.bierkraft.us/,918-715-3452,,,34.9308588,-95.7552879,,,
4b8908dc-b209-4593-8a88-79e171553658,Vortex Alley (Ponca City),"220 E. Central Ave., Ponca City, OK 74601","Wed-Thurs: 4:00pm – 9:00pm
Fri: 4:00pm – 10:00pm
Sat: 12:00pm – 10:00pm",,,https://instagram.com/vab2016,https://facebook.com/vortexalleybrewing,https://twitter.com/vortexalleybrew,,https://www.vortexalleybrewing.com/,580-304-4781,https://open.spotify.com/episode/5WGk8IyeJ5crupYVwi7VwO?si=4d1e5381c5424ee5,,36.7025042,-97.0821994,,,
4d77d139-4a86-43b8-928b-ee96c82040f0,Roughtail Brewing,"320 W. Memorial Rd., OKC, OK 73114","Brewery:
Mon-Thurs: 3:00pm – 9:00pm
Fri-Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 8:00pm

Kitchen:
Tues-Thurs: 4:00-9:00pm
Fri-Sat: 12:00pm-9:00pm
Sun: 12:00pm-4:00pm",,"☑️ Food Available - On site Kitchen
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Password: Roughtail",https://www.instagram.com/roughtailbrewingco/,https://www.facebook.com/roughtailbeer/,https://twitter.com/Roughtailbeer,,http://roughtailbeer.com/,405-771-6517,https://open.spotify.com/episode/4i2ps4ca8ECzeTFtcLHcla?si=387155dc8583445d,,35.609056,-97.5193167,,,
4f906dff-755c-45f5-85e2-5f95f03350b0,Renaissance Brewing,"1147 S. Lewis Ave., Tulsa, OK 74104","Wed-Thurs: 4:00pm – 10:00pm
Fri-Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 6:00pm",,,https://www.instagram.com/renaissancebeer/,https://www.facebook.com/Renaissancebeer/,https://twitter.com/renaissancebrco,,renaissancebeer.com,918-409-0551,,,36.1199478,-95.9582684,,,
52603deb-ebfd-4d4f-b793-7ca502ebaebb,Anthem Brewing,"908 SW 4th St., OKC, OK 73109","Tues-Thurs: 2:00pm – 9:00pm
Fri: 2:00pm – 10:00pm
Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 6:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Password: buyabeer",https://www.instagram.com/anthembrewing/,https://www.facebook.com/AnthemBrewing,https://twitter.com/AnthemBrewing,,https://www.anthembrewing.com/,405-604-0446,https://open.spotify.com/episode/2RgS68YrdlbmSq2kXW6f1U,,35.4606631,-97.5283174,,,"https://images.unsplash.com/photo-1514513878746-4e5f4b41b388?auto=format&fit=crop&w=2000&h=200&q=80
"
56602e55-93d2-46a2-b1e0-ad2b61b9943a,Vortex Alley (Shawnee),"313 E Main St, Shawnee, OK 74801",Tues-Wed: 4:00pm – 9:00pm Thurs-Fri: 4:00pm –10:00pm Sat: 2:00pm – 10:00pm,,"☑️ Dogs Allowed
☑️ Food Available
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Kids Allowed
☑️ WiFi Password: ilovebeer",https://www.instagram.com/vabshawnee/,https://www.facebook.com/p/Vortex-Alley-Brewing-Shawnee-100090934952329/,,,https://www.vortexalleybrewing.com/,580-304-4781,https://open.spotify.com/episode/5WGk8IyeJ5crupYVwi7VwO?si=4d1e5381c5424ee5,,35.327287,-96.9193609,,,
58947b76-ec48-4cae-8fab-5b402df3e3f1,Lost Street Brewing,"109 W. Lost St., Durant, OK 74701","Wed-Thurs: 3:00pm – 9:00pm
Fri: 3:00pm – 10:00pm
Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 6:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Password: greatbeer",https://instagram.com/LostStreetBrewingCo,https://www.facebook.com/LostStreetBrewingCo,https://twitter.com/LostStreetBrew,,loststreetbrewing.com,580-634-2936,,,33.9902078,-96.3770494,,,
5bccd0cc-6a7a-435f-b44f-662e4c46b033,The Standard,"315 E. Gray St., Norman, OK 73069","Tues-Thurs: 11:00am – 10:00pm 
Fri-Sat: 11:00am – 12:00am
Sun: 11:00am – 9:00pm",,"☑️ Dogs Allowed Outside
☑️ Food Available
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Kids Allowed
☑️ WiFi Password: standard",https://www.instagram.com/thestandard_norman/,https://www.facebook.com/TheStandardNorman/,,,https://www.thestandardnorman.com/,405-999-0430,https://open.spotify.com/episode/4wraOYqPhw4A03DA0NMJrf?si=13202060adef47a0&nd=1&dlsi=72e55cb1f7fe413e,,35.2234742,-97.4406261,,,
5dd22ff2-ca3d-4f11-80d7-1cfaa267bb1a,High Gravity Brewing,"6808 S. Memorial Dr. Suite 144, Tulsa, OK 74133","Mon-Tues: 12:00pm – 7:00pm
Wed-Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 6:00pm",,,https://www.instagram.com/highgravitybrew/,https://www.facebook.com/PippinsTaproom/,https://twitter.com/highgravitybrew,,https://highgravitybrewingco.com/,918-461-2605,,,36.0639812,-95.8891541,,,
5f9d6c58-375e-43b2-9a84-9e6712ed23e5,Stonecloud Brewing (OKC),"1012 NW 1st St., Suite 101, OKC, OK 73106","Mon-Thurs: 3:00pm – 10:00pm
Fri-Sat: 12:00pm – 11:00pm
Sun: 1:00pm – 8:00pm",,"☑️ Outside Food Allowed
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Kids Allowed
☑️ WiFi Available: beerisneat
",https://www.instagram.com/stonecloudbrewingco/,https://www.facebook.com/stonecloudbrewingco/,,,https://stonecloudbrewing.com/,405-602-3966,https://open.spotify.com/episode/0iw6nFRTtBAdRY1VWrh3WM?si=144ec0d38548409e,,35.468818,-97.528873,,,
6164a829-b769-4815-8776-09f205d97b49,Beer Is Good Brewing,"216 E. Main St., Norman, OK 73069","Mon-Wed: 4:00pm – 10:00pm
Thurs: 4:00pm – 11:00pm
Fri-Sat: 11:00am –12:00am
Sun: 10:00am – 10:00pm",,"☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Kids Allowed",https://www.instagram.com/bigbrewco/,https://www.facebook.com/BIGbrewco,https://twitter.com/BIGBrewCo,,https://bigbrew.co/,405-857-7080,https://open.spotify.com/episode/16DfQgLyiBp4iSrXA0aT5C?si=24b765015e5245e1,,35.2215806,-97.4415121,,,
61693f01-eefc-4616-94f6-35f4a0c5eae1,Marshall Brewing,"1742 E. 6th St., Tulsa, OK 74104","Mon-Wed: 3:00pm – 8:00pm
Thurs: 3:00pm – 9:00pm
Fri-Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 6:00pm",,,https://www.instagram.com/marshallbrewing/,https://www.facebook.com/MarshallBrewing,https://twitter.com/marshallbrewing?lang=en,,marshallbrewing.com,918-292-8781,,,35.6232744,-95.9455714,,,
622762ba-7a61-415c-af4a-a543a9520de3,Mountain Fork Brewery,"89 N. Lukfata Trail Rd., Broken Bow, OK 74728","Mon-Wed: 11:00am – 8:00pm
Thurs-Sat: 11:00am – 9:00pm
Sun: 11:00am – 7:00pm",,,https://www.instagram.com/mountainforkbrewery/?hl=en,https://www.facebook.com/mountainforkbrewery/,https://twitter.com/mtforkbrewery,,mtforkbrewery.com,580-494-3233,,,34.027286,-94.732371,,,
6745a5fd-69dc-410a-a0fe-88715e95440a,Lazy Circles Brewing,"422 E. Main St., Norman, OK 73071","Tues-Thurs: 4:00pm – 9:00pm
Fri-Sat: 3:00pm –10:00pm
Sun: 3:00pm – 8:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed",https://www.instagram.com/lazycirclesbrewing/,https://www.facebook.com/lazycirclesbrewing/,https://twitter.com/lazycirclesbeer,,https://l.instagram.com/?u=http%3A%2F%2Fwww.lazycirclesbrewing.com%2F&e=ATO8gMf6KX7ks3NMAWFx2v6A5Vh0DLWwsyCwJNQbgOHBKlM0dcfGHdE6HJMTIPhqmFUnNMGhh1uR8sDZ394LhR5xP8WIl88pQS4m&s=1,405-310-5364,https://open.spotify.com/episode/4uECJu7Pfv46qaAnvYCvUV?si=0f2269e999494e65,,35.2227361,-97.4386842,,,
